,Amount,Detailed Head,Detailed Head Description,District,Group Sub Head,Group Sub Head Description,Head of Account,Major Head,Major Head Description,Major Head Type,Minor Head,Minor Head Description,Month,Plan/Non Plan,Sub Detailed Head,Sub Detailed Head Description,Sub Head,Sub Head Description,Sub Major Head,Sub Major Head Description,Voted/Charged,Year
20797,54240.0,10.0,Salaries,GUNTUR,11.0,State Development Schemes,2225032771122010016NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,FEB,P,16.0,House Rent Allowance,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
20798,0.0,130.0,Office Expenses,GUNTUR,11.0,State Development Schemes,2225032771122130131NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,FEB,P,131.0,"Service Postage, Telegram and Telephone Charges",22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
20799,0.0,130.0,Office Expenses,GUNTUR,11.0,State Development Schemes,2225032771122130132NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,FEB,P,132.0,Other Office Expenses,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
20800,0.0,130.0,Office Expenses,GUNTUR,11.0,State Development Schemes,2225032771122130133NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,FEB,P,133.0,Water and Electricity Charges,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
20801,-77498.0,140.0,"Rents, Rates and Taxes",GUNTUR,11.0,State Development Schemes,2225032771122140000NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,FEB,P,0.0,Not Applicable,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
20802,0.0,210.0,Supplies and Materials,GUNTUR,11.0,State Development Schemes,2225032771122210211NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,FEB,P,211.0,Materials and Supplies,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
20803,296515.0,230.0,Cost of Ration/Diet Charges,GUNTUR,11.0,State Development Schemes,2225032771122230000NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,FEB,P,0.0,Not Applicable,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
20804,0.0,300.0,Other Contractual Services,GUNTUR,11.0,State Development Schemes,2225032771122300000NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,FEB,P,0.0,Not Applicable,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
20805,0.0,500.0,Other Charges,GUNTUR,11.0,State Development Schemes,2225032771122500503NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,FEB,P,503.0,Other Expenditure,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
20998,172158.0,10.0,Salaries,GUNTUR,0.0,Not Applicable,2235021020010010011NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,N,11.0,Pay,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
20999,732.0,10.0,Salaries,GUNTUR,0.0,Not Applicable,2235021020010010012NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,N,12.0,Allowances,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
21000,134116.0,10.0,Salaries,GUNTUR,0.0,Not Applicable,2235021020010010013NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,N,13.0,Dearness Allowance,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
21001,46108.0,10.0,Salaries,GUNTUR,0.0,Not Applicable,2235021020010010015NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,N,15.0,Interim Relief,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
21002,29117.0,10.0,Salaries,GUNTUR,0.0,Not Applicable,2235021020010010016NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,N,16.0,House Rent Allowance,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
21003,0.0,10.0,Salaries,GUNTUR,0.0,Not Applicable,2235021020010010018NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,N,18.0,Encashment of Earned Leave,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
21005,0.0,110.0,Domestic Travel Expenses,GUNTUR,0.0,Not Applicable,2235021020010110111NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,N,111.0,Travelling Allowance,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
21006,0.0,130.0,Office Expenses,GUNTUR,0.0,Not Applicable,2235021020010130131NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,N,131.0,"Service Postage, Telegram and Telephone Charges",10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
21007,11990.0,130.0,Office Expenses,GUNTUR,0.0,Not Applicable,2235021020010130132NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,N,132.0,Other Office Expenses,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
21008,13526.0,130.0,Office Expenses,GUNTUR,0.0,Not Applicable,2235021020010130133NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,N,133.0,Water and Electricity Charges,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
21009,0.0,140.0,"Rents, Rates and Taxes",GUNTUR,0.0,Not Applicable,2235021020010140000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,N,0.0,Not Applicable,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
21010,0.0,210.0,Supplies and Materials,GUNTUR,0.0,Not Applicable,2235021020010210211NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,N,211.0,Materials and Supplies,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
21011,5800.0,210.0,Supplies and Materials,GUNTUR,0.0,Not Applicable,2235021020010210212NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,N,212.0,Drugs and Medicines,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
21012,145101.0,230.0,Cost of Ration/Diet Charges,GUNTUR,0.0,Not Applicable,2235021020010230000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,N,0.0,Not Applicable,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
21013,38400.0,250.0,"Clothing, Tentage and Store",GUNTUR,0.0,Not Applicable,2235021020010250000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,N,0.0,Not Applicable,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
21014,0.0,310.0,Grants-in-Aid,GUNTUR,0.0,Not Applicable,2235021020010310318NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,N,318.0,Obsequies Charges,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
21015,27000.0,500.0,Other Charges,GUNTUR,0.0,Not Applicable,2235021020010500504NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,N,504.0,Cosmetic Charges,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
21029,37354231.0,280.0,Professional Services,GUNTUR,11.0,State Development Schemes,2235021021109280283NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,P,283.0,Payments to Anganwadi Workers,9.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
21030,2570913.0,10.0,Salaries,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205010011NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,P,11.0,Pay,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
21031,26783.0,10.0,Salaries,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205010012NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,P,12.0,Allowances,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
21032,2067188.0,10.0,Salaries,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205010013NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,P,13.0,Dearness Allowance,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
21033,717600.0,10.0,Salaries,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205010015NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,P,15.0,Interim Relief,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
21034,376743.0,10.0,Salaries,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205010016NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,P,16.0,House Rent Allowance,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
21035,-107648.0,10.0,Salaries,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205010017NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,P,17.0,Medical Reimbursement,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
21036,0.0,10.0,Salaries,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205010018NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,P,18.0,Encashment of Earned Leave,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
21038,-46223.0,110.0,Domestic Travel Expenses,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205110111NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,P,111.0,Travelling Allowance,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
21039,88213.0,110.0,Domestic Travel Expenses,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205110114NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,P,114.0,Fixed Travelling Allowance,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
21040,48202.0,130.0,Office Expenses,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205130131NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,P,131.0,"Service Postage, Telegram and Telephone Charges",5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
21041,3556677.0,130.0,Office Expenses,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205130132NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,P,132.0,Other Office Expenses,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
21042,16637.0,130.0,Office Expenses,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205130133NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,P,133.0,Water and Electricity Charges,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
21043,477580.0,130.0,Office Expenses,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205130134NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,P,134.0,Hiring of Private Vehicles,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
21044,2324707.0,140.0,"Rents, Rates and Taxes",GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205140000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,P,0.0,Not Applicable,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
21045,0.0,240.0,"Petrol, Oil and Lubricants",GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205240000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,P,0.0,Not Applicable,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
21046,1676226.0,280.0,Professional Services,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205280283NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,P,283.0,Payments to Anganwadi Workers,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
21047,196240.0,300.0,Other Contractual Services,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205300000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,P,0.0,Not Applicable,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
21048,-35027.0,310.0,Grants-in-Aid,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205310312NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,P,312.0,Other Grants-in-Aid,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
21049,4973.0,510.0,Motor Vehicles,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205510511NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,FEB,P,511.0,Maintenance of Office Vehicles,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
21790,0.0,1.0,Advances for N.G.Os. for Education of their children and other Miscellaneous purposes,GUNTUR,0.0,Not Applicable,7610008000010001000NVN,7610.0,"Loans to Government Servants etc.,",P,800.0,Other Expenditure,FEB,N,0.0,Not Applicable,10.0,Advances to N.G.O's for education of their children and other Misc.purposes,0.0,Not Applicable,V,2014
22331,10914298.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2202011010004010011NVN,2202.0,General Education,P,101.0,Government Primary Schools,MAY,N,11.0,Pay,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
22332,143697.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2202011010004010012NVN,2202.0,General Education,P,101.0,Government Primary Schools,MAY,N,12.0,Allowances,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
22333,8915753.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2202011010004010013NVN,2202.0,General Education,P,101.0,Government Primary Schools,MAY,N,13.0,Dearness Allowance,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
22334,2810802.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2202011010004010015NVN,2202.0,General Education,P,101.0,Government Primary Schools,MAY,N,15.0,Interim Relief,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
22335,1395729.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2202011010004010016NVN,2202.0,General Education,P,101.0,Government Primary Schools,MAY,N,16.0,House Rent Allowance,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
22336,15100.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2202011010004010017NVN,2202.0,General Education,P,101.0,Government Primary Schools,MAY,N,17.0,Medical Reimbursement,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
22337,71350.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2202011010004010018NVN,2202.0,General Education,P,101.0,Government Primary Schools,MAY,N,18.0,Encashment of Earned Leave,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
22338,0.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2202011010004010019NVN,2202.0,General Education,P,101.0,Government Primary Schools,MAY,N,19.0,Leave Travel Concession,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
22339,0.0,130.0,Office Expenses,SRIKAKULAM,0.0,Not Applicable,2202011010004130133NVN,2202.0,General Education,P,101.0,Government Primary Schools,MAY,N,133.0,Water and Electricity Charges,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
22340,217392.0,210.0,Supplies and Materials,SRIKAKULAM,0.0,Not Applicable,2202011010004210211NVN,2202.0,General Education,P,101.0,Government Primary Schools,MAY,N,211.0,Materials and Supplies,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
22341,0.0,310.0,Grants-in-Aid,SRIKAKULAM,0.0,Not Applicable,2202011010004310318NVN,2202.0,General Education,P,101.0,Government Primary Schools,MAY,N,318.0,Obsequies Charges,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
22342,8014446.0,310.0,Grants-in-Aid,SRIKAKULAM,0.0,Not Applicable,2202011020004310311NVN,2202.0,General Education,P,102.0,"Assistance to Non-Govt., Primary Schools",MAY,N,311.0,Grants-in-Aid towards Salaries,4.0,Assistane to Aided Primary Schools,1.0,Elementary Education,V,2014
22398,23817677.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2202021090004010011NVN,2202.0,General Education,P,109.0,Government Secondary Schools,MAY,N,11.0,Pay,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
22399,72361.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2202021090004010012NVN,2202.0,General Education,P,109.0,Government Secondary Schools,MAY,N,12.0,Allowances,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
22400,20038261.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2202021090004010013NVN,2202.0,General Education,P,109.0,Government Secondary Schools,MAY,N,13.0,Dearness Allowance,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
22401,6303932.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2202021090004010015NVN,2202.0,General Education,P,109.0,Government Secondary Schools,MAY,N,15.0,Interim Relief,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
22402,2968621.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2202021090004010016NVN,2202.0,General Education,P,109.0,Government Secondary Schools,MAY,N,16.0,House Rent Allowance,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
22403,228255.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2202021090004010017NVN,2202.0,General Education,P,109.0,Government Secondary Schools,MAY,N,17.0,Medical Reimbursement,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
22404,390773.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2202021090004010018NVN,2202.0,General Education,P,109.0,Government Secondary Schools,MAY,N,18.0,Encashment of Earned Leave,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
22405,0.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2202021090004010019NVN,2202.0,General Education,P,109.0,Government Secondary Schools,MAY,N,19.0,Leave Travel Concession,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
22407,21493.0,130.0,Office Expenses,SRIKAKULAM,0.0,Not Applicable,2202021090004130133NVN,2202.0,General Education,P,109.0,Government Secondary Schools,MAY,N,133.0,Water and Electricity Charges,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
22408,0.0,310.0,Grants-in-Aid,SRIKAKULAM,0.0,Not Applicable,2202021090004310318NVN,2202.0,General Education,P,109.0,Government Secondary Schools,MAY,N,318.0,Obsequies Charges,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
22409,0.0,130.0,Office Expenses,SRIKAKULAM,11.0,State Development Schemes,2202021091104130133NVN,2202.0,General Education,P,109.0,Government Secondary Schools,MAY,P,133.0,Water and Electricity Charges,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
22419,294026.0,310.0,Grants-in-Aid,SRIKAKULAM,0.0,Not Applicable,2202021100004310311NVN,2202.0,General Education,P,110.0,Assistance to Non-Government Secondary Schools,MAY,N,311.0,Grants-in-Aid towards Salaries,4.0,Assistance to Aided Secondary Schools,2.0,Secondary Education,V,2014
22837,26982.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2211001030004010011NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,MAY,N,11.0,Pay,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
22838,0.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2211001030004010012NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,MAY,N,12.0,Allowances,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
22839,23378.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2211001030004010013NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,MAY,N,13.0,Dearness Allowance,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
22840,7285.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2211001030004010015NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,MAY,N,15.0,Interim Relief,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
22841,3912.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2211001030004010016NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,MAY,N,16.0,House Rent Allowance,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
22842,0.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2211001030004010018NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,MAY,N,18.0,Encashment of Earned Leave,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
23188,508636.0,10.0,Salaries,SRIKAKULAM,11.0,State Development Schemes,2225032771122010011NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,MAY,P,11.0,Pay,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
23189,0.0,10.0,Salaries,SRIKAKULAM,11.0,State Development Schemes,2225032771122010012NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,MAY,P,12.0,Allowances,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
23190,392592.0,10.0,Salaries,SRIKAKULAM,11.0,State Development Schemes,2225032771122010013NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,MAY,P,13.0,Dearness Allowance,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
23191,102714.0,10.0,Salaries,SRIKAKULAM,11.0,State Development Schemes,2225032771122010015NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,MAY,P,15.0,Interim Relief,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
23192,62269.0,10.0,Salaries,SRIKAKULAM,11.0,State Development Schemes,2225032771122010016NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,MAY,P,16.0,House Rent Allowance,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
23193,0.0,10.0,Salaries,SRIKAKULAM,11.0,State Development Schemes,2225032771122010017NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,MAY,P,17.0,Medical Reimbursement,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
23194,612.0,130.0,Office Expenses,SRIKAKULAM,11.0,State Development Schemes,2225032771122130131NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,MAY,P,131.0,"Service Postage, Telegram and Telephone Charges",22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
23195,35055.0,130.0,Office Expenses,SRIKAKULAM,11.0,State Development Schemes,2225032771122130132NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,MAY,P,132.0,Other Office Expenses,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
23196,104001.0,130.0,Office Expenses,SRIKAKULAM,11.0,State Development Schemes,2225032771122130133NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,MAY,P,133.0,Water and Electricity Charges,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
23197,767262.0,140.0,"Rents, Rates and Taxes",SRIKAKULAM,11.0,State Development Schemes,2225032771122140000NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,MAY,P,0.0,Not Applicable,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
23198,93720.0,210.0,Supplies and Materials,SRIKAKULAM,11.0,State Development Schemes,2225032771122210211NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,MAY,P,211.0,Materials and Supplies,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
23199,663272.0,230.0,Cost of Ration/Diet Charges,SRIKAKULAM,11.0,State Development Schemes,2225032771122230000NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,MAY,P,0.0,Not Applicable,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
23200,76410.0,300.0,Other Contractual Services,SRIKAKULAM,11.0,State Development Schemes,2225032771122300000NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,MAY,P,0.0,Not Applicable,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
23201,90035.0,500.0,Other Charges,SRIKAKULAM,11.0,State Development Schemes,2225032771122500503NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,MAY,P,503.0,Other Expenditure,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
23320,300871.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2235021020010010011NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,N,11.0,Pay,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
23321,9120.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2235021020010010012NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,N,12.0,Allowances,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
23322,242098.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2235021020010010013NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,N,13.0,Dearness Allowance,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
23323,81219.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2235021020010010015NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,N,15.0,Interim Relief,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
23324,41919.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2235021020010010016NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,N,16.0,House Rent Allowance,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
23325,10000.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2235021020010010017NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,N,17.0,Medical Reimbursement,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
23326,0.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2235021020010010018NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,N,18.0,Encashment of Earned Leave,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
23327,0.0,110.0,Domestic Travel Expenses,SRIKAKULAM,0.0,Not Applicable,2235021020010110111NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,N,111.0,Travelling Allowance,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
